Below is the content and the addresses the content is put in for process 1
 Address|	Frame	|	Content
0x4A80	|	74	|	o
0x187E	|	24	|	r
0x16C5	|	22	|	 
0x6899	|	104	|	V
0x3CD5	|	60	|	i
0x13E9	|	19	|	n
0x4080	|	64	|	c
0x5DB2	|	93	|	i
0x33EA	|	51	|	t
0x23C9	|	35	|	 
0x48CC	|	72	|	O
0x5753	|	87	|	m
0x60BF	|	96	|	n
0x5C67	|	92	|	i
0x3CD6	|	60	|	a
0xFBF	|	15	|	 
0x2F14	|	47	|	(
0x6AD6	|	106	|	L
0x47E	|	4	|	o
0x422D	|	66	|	v
0x54DC	|	84	|	e
0x368E	|	54	|	 
0xD66	|	13	|	C
0x7983	|	121	|	o
0x75EF	|	117	|	n
0x4657	|	70	|	q
0x2C49	|	44	|	u
0x3C61	|	60	|	e
0x2FFF	|	47	|	r
0x6C69	|	108	|	s
0x288F	|	40	|	 
0x3A61	|	58	|	A
0x22CD	|	34	|	l
0x7DD1	|	125	|	l
0x261E	|	38	|	)
0x5E9D	|	94	|	,
0x489C	|	72	|	 
0x1916	|	25	|	a
0x6172	|	97	|	 
0x6B72	|	107	|	d
0x32E6	|	50	|	e
0x401D	|	64	|	p
0x71F0	|	113	|	i
0x384	|	3	|	c
0x7F4F	|	127	|	t
0x494A	|	73	|	i
0x677	|	6	|	o
0x4402	|	68	|	n
0x18D7	|	24	|	 
0x6BE8	|	107	|	o
0x5039	|	80	|	f
0x542C	|	84	|	 
0x1953	|	25	|	t
0x6BCB	|	107	|	h
0xFC9	|	15	|	e
0xE12	|	14	|	 
0x5F1E	|	95	|	g
0x2833	|	40	|	o
0x7874	|	120	|	d
0x249E	|	36	|	 
0x2B0C	|	43	|	o
0x11F4	|	17	|	f
0x5DD5	|	93	|	 
0x6AD4	|	106	|	l
0x5A9F	|	90	|	o
0x4CD4	|	76	|	v
0x5FA4	|	95	|	e
0x2059	|	32	|	,
0x127E	|	18	|	 
0x35	|	0	|	E
0x7CF	|	7	|	r
0x6732	|	103	|	o
0x6D22	|	109	|	s
0x1AF4	|	26	|	.
0xECC	|	14	|	 
0x46CF	|	70	|	B
0x1D3	|	1	|	y
0xE90	|	14	|	 
0x3A2D	|	58	|	M
0x6048	|	96	|	i
0x57D3	|	87	|	c
0x458F	|	69	|	h
0x975	|	9	|	e
0x37E6	|	55	|	l
0x19D9	|	25	|	a
0x591D	|	89	|	n
0x252A	|	37	|	g
0x37E5	|	55	|	e
0x1DC0	|	29	|	l
0x49F7	|	73	|	o
0x442B	|	68	|	 
0x5078	|	80	|	M
0x1481	|	20	|	e
0x4087	|	64	|	r
0x7B44	|	123	|	i
0x590E	|	89	|	s
0x765F	|	118	|	i
0x1850	|	24	|	 
0x2B00	|	43	|	d
0x16D4	|	22	|	a
0x7F61	|	127	|	 
0x3A8D	|	58	|	C
0x7FBE	|	127	|	a
0xC7B	|	12	|	r
0x5005	|	80	|	a
0xC15	|	12	|	v
0x3807	|	56	|	a
0x773B	|	119	|	g
0x633	|	6	|	g
0x7282	|	114	|	i
0x251F	|	37	|	o
0x1D18	|	29	|	,
0x6270	|	98	|	 
0x3492	|	52	|	c
0x19DA	|	25	|	i
0x5064	|	80	|	r
0x4D54	|	77	|	c
0x39CE	|	57	|	a
0x3BB1	|	59	|	 
0x4C85	|	76	|	1
0x513E	|	81	|	6
0x6D69	|	109	|	0
0x6A15	|	106	|	1
0x4FF8	|	79	|	–
0x5C46	|	92	|	1
0x486A	|	72	|	6
0x3004	|	48	|	0
0x1796	|	23	|	2
0x5E73	|	94	|	.
0x470E	|	71	|	

0x73D9	|	115	|	"
0x1F16	|	31	|	M
0x182F	|	24	|	y
0x4D67	|	77	|	t
0x5968	|	89	|	h
0x4AD4	|	74	|	s
0x2CF7	|	44	|	 
0x3F4A	|	63	|	o
0xA4A	|	10	|	f
0x5ED0	|	94	|	 
0x4E57	|	78	|	o
0x4F68	|	79	|	r
0x5876	|	88	|	i
0x66FA	|	102	|	g
0x1316	|	19	|	i
0x49BB	|	73	|	n
0x6F11	|	111	|	"
0x74AD	|	116	|	 
0x4EAE	|	78	|	o
0x5D24	|	93	|	r
0x588	|	5	|	 
0x5579	|	85	|	"
0x7CFE	|	124	|	c
0x2852	|	40	|	r
0x48DB	|	72	|	e
0x2725	|	39	|	a
0x1643	|	22	|	t
0xDE5	|	13	|	i
0x6F3C	|	111	|	o
0x6CF4	|	108	|	n
0x5F45	|	95	|	 
0x13D3	|	19	|	m
0x29D8	|	41	|	y
0xA28	|	10	|	t
0x9CE	|	9	|	h
0x520B	|	82	|	s
0x68F5	|	104	|	"
0x45C5	|	69	|	 
0x3960	|	57	|	r
0x3459	|	52	|	e
0x263D	|	38	|	p
0x3B97	|	59	|	r
0x4027	|	64	|	e
0x138A	|	19	|	s
0x2959	|	41	|	e
0x5E76	|	94	|	n
0x282D	|	40	|	t
0x69D0	|	105	|	 
0x7AC2	|	122	|	a
0x6FC9	|	111	|	n
0x5CCD	|	92	|	 
0x2668	|	38	|	a
0x78D4	|	120	|	t
0x1049	|	16	|	t
0x86A	|	8	|	e
0x6479	|	100	|	m
0x4325	|	67	|	p
0x4E08	|	78	|	t
0x7A61	|	122	|	 
0x940	|	9	|	t
0x7014	|	112	|	o
0x53B1	|	83	|	 
0x293B	|	41	|	e
0xD6A	|	13	|	x
0x40A5	|	64	|	p
0x1D11	|	29	|	l
0x2528	|	37	|	a
0x75C1	|	117	|	i
0x468C	|	70	|	n
0x54D6	|	84	|	 
0xEA9	|	14	|	t
0x3F0B	|	63	|	h
0x3087	|	48	|	e
0x3F97	|	63	|	 
0x658C	|	101	|	b
0x412F	|	65	|	e
0x30F1	|	48	|	g
0x5815	|	88	|	i
0x441D	|	68	|	n
0x4D9A	|	77	|	n
0x3295	|	50	|	i
0xC1	|	0	|	n
0x5A9B	|	90	|	g
0xCE1	|	12	|	s
0x4FC0	|	79	|	 
0x6E7E	|	110	|	o
0x3EE9	|	62	|	f
0x5FA8	|	95	|	 
0x3F9A	|	63	|	t
0x30A7	|	48	|	h
0x6486	|	100	|	e
0x46C2	|	70	|	 
0x2DB5	|	45	|	u
0x7A54	|	122	|	n
0x50BF	|	80	|	i
0x169A	|	22	|	v
0x2FE7	|	47	|	e
0x10D9	|	16	|	r
0x5F23	|	95	|	s
0x79D1	|	121	|	e
0x4E55	|	78	|	 
0x390	|	3	|	i
0x2A38	|	42	|	n
0x728	|	7	|	 
0x51D1	|	81	|	h
0x10D9	|	16	|	u
0x6C6C	|	108	|	m
0x6EA1	|	110	|	a
0x4C66	|	76	|	n
0x5C5E	|	92	|	 
0x6D4E	|	109	|	l
0x1E1	|	1	|	a
0x1030	|	16	|	n
0x5A9C	|	90	|	g
0x4EFE	|	78	|	u
0x1BD9	|	27	|	a
0x871	|	8	|	g
0x159F	|	21	|	e
0x4FE2	|	79	|	.
0x2BA5	|	43	|	[
0x28E2	|	40	|	2
0x2F0C	|	47	|	4
0x549B	|	84	|	]
0x66B4	|	102	|	 
0x6747	|	103	|	T
0x4365	|	67	|	h
0x4E38	|	78	|	e
0x662A	|	102	|	 
0x7346	|	115	|	m
0x1289	|	18	|	o
0x50A9	|	80	|	s
0x3382	|	51	|	t
0x2079	|	32	|	 
0x117A	|	17	|	w
0x6D76	|	109	|	i
0x878	|	8	|	d
0x36C2	|	54	|	e
0x4963	|	73	|	l
0x26B1	|	38	|	y
0x4626	|	70	|	 
0x1CDF	|	28	|	a
0x27DA	|	39	|	c
0xE29	|	14	|	c
0x676D	|	103	|	e
0x113E	|	17	|	p
0x2462	|	36	|	t
0x64E0	|	100	|	e
0x7296	|	114	|	d
0x6512	|	101	|	 
0x5F34	|	95	|	v
0x4EBF	|	78	|	e
0x2E39	|	46	|	r
0x6DA6	|	109	|	s
0x1D3F	|	29	|	i
0x6E89	|	110	|	o
0x1D5E	|	29	|	n
0x1FF1	|	31	|	 
0x456D	|	69	|	a
0x7E0E	|	126	|	t
0x6E3	|	6	|	 
0xA6C	|	10	|	t
0x4328	|	67	|	h
0x36A1	|	54	|	e
0xC1E	|	12	|	 
0x2120	|	33	|	t
0x721D	|	114	|	i
0x1DCB	|	29	|	m
0x12C2	|	18	|	e
0x1003	|	16	|	,
0x773F	|	119	|	 
0xA41	|	10	|	a
0x607	|	6	|	l
0x784	|	7	|	t
0x2B0F	|	43	|	h
0x7514	|	117	|	o
0x3305	|	51	|	u
0x3765	|	55	|	g
0x791B	|	121	|	h
0x6B28	|	107	|	 
0x4461	|	68	|	a
0x6BC9	|	107	|	 
0x58C5	|	88	|	p
0x32E7	|	50	|	h
0x212C	|	33	|	i
0x8E	|	0	|	l
0x4346	|	67	|	o
0x7A36	|	122	|	s
0x3308	|	51	|	o
0x1EDC	|	30	|	p
0x4AF3	|	74	|	h
0x20A8	|	32	|	i
0x578D	|	87	|	c
0x78FE	|	120	|	a
0x37BE	|	55	|	l
0x71F2	|	113	|	 
0xEB	|	0	|	a
0x7871	|	120	|	c
0x4CFF	|	76	|	c
0x64A0	|	100	|	o
0x49D0	|	73	|	u
0x123B	|	18	|	n
0x1C75	|	28	|	t
0x3106	|	49	|	 
0x8C	|	0	|	o
0x357E	|	53	|	f
0xA87	|	10	|	 
0x5478	|	84	|	t
0x6D73	|	109	|	h
0x84D	|	8	|	e
0x67D0	|	103	|	 
0x54BE	|	84	|	b
0x5882	|	88	|	e
0x66BE	|	102	|	g
0x43DB	|	67	|	i
0x57C2	|	87	|	n
0x1246	|	18	|	n
0x5841	|	88	|	i
0x5D2B	|	93	|	n
0x638C	|	99	|	g
0x3FA	|	3	|	 
0x6F30	|	111	|	o
0x527F	|	82	|	f
0x5A70	|	90	|	 
0xAF0	|	10	|	t
0x46A7	|	70	|	h
0x7954	|	121	|	i
0x786	|	7	|	n
0x2332	|	35	|	g
0x1295	|	18	|	s
0x7DAA	|	125	|	,
0x4F5B	|	79	|	 
0x2568	|	37	|	i
0x7613	|	118	|	s
0x2F0B	|	47	|	 
0x58E6	|	88	|	r
0x1BFC	|	27	|	e
0x13F5	|	19	|	p
0x1ECA	|	30	|	o
0x42BE	|	66	|	r
0x737D	|	115	|	t
0xD9F	|	13	|	e
0x7389	|	115	|	d
0x388A	|	56	|	 
0xA41	|	10	|	b
0x641B	|	100	|	y
0x15FD	|	21	|	 
0x7CB8	|	124	|	H
0x634F	|	99	|	e
0x6F68	|	111	|	s
0x1AF6	|	26	|	i
0x3A72	|	58	|	o
0x7B	|	0	|	d
0x6014	|	96	|	,
0xE99	|	14	|	 
0x33CD	|	51	|	i
0x27D3	|	39	|	n
0x7F0D	|	127	|	 
0x4F0	|	4	|	h
0x2044	|	32	|	i
0x183A	|	24	|	s
0x1FB4	|	31	|	 
0x13A6	|	19	|	T
0x4F66	|	79	|	h
0x7153	|	113	|	e
0x7833	|	120	|	o
0x190B	|	25	|	g
0x63CB	|	99	|	o
0x52A1	|	82	|	n
0x5410	|	84	|	y
0x745E	|	116	|	.
0x3A4C	|	58	|	 
0x75EC	|	117	|	H
0x5503	|	85	|	e
0x134C	|	19	|	 
0x5173	|	81	|	b
0x48E6	|	72	|	e
0x3605	|	54	|	g
0x78B4	|	120	|	i
0x4531	|	69	|	n
0x4A0E	|	74	|	s
0x44AA	|	68	|	 
0x20AD	|	32	|	w
0x32CF	|	50	|	i
0x2CD5	|	44	|	t
0x4B0	|	4	|	h
0x65CA	|	101	|	 
0x1927	|	25	|	C
0x8FF	|	8	|	h
0x31D8	|	49	|	a
0x4B9D	|	75	|	o
0x914	|	9	|	s
0x194D	|	25	|	,
0x13F4	|	19	|	 
0x5279	|	82	|	a
0x3A27	|	58	|	 
0x4D59	|	77	|	y
0x5942	|	89	|	a
0x387C	|	56	|	w
0x579C	|	87	|	n
0x32C1	|	50	|	i
0x6AF8	|	106	|	n
0x4BCD	|	75	|	g
0x198C	|	25	|	 
0x7987	|	121	|	n
0x7020	|	112	|	o
0x3223	|	50	|	t
0x7E64	|	126	|	h
0x17B8	|	23	|	i
0x72A6	|	114	|	n
0x4987	|	73	|	g
0x3895	|	56	|	n
0x504C	|	80	|	e
0x5AB0	|	90	|	s
0x65A	|	6	|	s
0x248D	|	36	|	.
0x214E	|	33	|	 
0x342D	|	52	|	O
0x7299	|	114	|	u
0x5AE7	|	90	|	t
0x5D3D	|	93	|	 
0x72B1	|	114	|	o
0x3260	|	50	|	f
0x32DE	|	50	|	 
0x73B1	|	115	|	t
0x2780	|	39	|	h
0x31AD	|	49	|	e
0x4908	|	73	|	 
0x2D41	|	45	|	v
0x5DE9	|	93	|	o
0x5F67	|	95	|	i
0x5E41	|	94	|	d
0x5EA5	|	94	|	 
0x11D5	|	17	|	e
0x199F	|	25	|	m
0x22E4	|	34	|	e
0x5718	|	87	|	r
0x749F	|	116	|	g
0x2F15	|	47	|	e
0x4242	|	66	|	d
0xE00	|	14	|	 
0x7426	|	116	|	G
0x19FE	|	25	|	a
0x424C	|	66	|	i
0x53D1	|	83	|	a
0x3821	|	56	|	 
0x5804	|	88	|	(
0xB93	|	11	|	t
0xA2F	|	10	|	h
0x9B3	|	9	|	e
0x38F	|	3	|	 
0x2D73	|	45	|	E
0x2753	|	39	|	a
0x5940	|	89	|	r
0x1243	|	18	|	t
0x328A	|	50	|	h
0x8AF	|	8	|	)
0x567E	|	86	|	 
0x5CCA	|	92	|	a
0x196F	|	25	|	n
0x58D5	|	88	|	d
0x4ECF	|	78	|	 
0x53D3	|	83	|	s
0x45A1	|	69	|	o
0xC95	|	12	|	m
0x45CE	|	69	|	e
0x65A	|	6	|	 
0x7CBE	|	124	|	o
0x3B65	|	59	|	t
0x7C27	|	124	|	h
0x5D2A	|	93	|	e
0x43F6	|	67	|	r
0x5707	|	87	|	 
0x58AD	|	88	|	p
0x2FA1	|	47	|	r
0x31BE	|	49	|	i
0x665	|	6	|	m
0x67A6	|	103	|	a
0x15B4	|	21	|	r
0x7C9	|	7	|	y
0x27C0	|	39	|	 
0x6469	|	100	|	d
0x1B32	|	27	|	i
0x2934	|	41	|	v
0x3E09	|	62	|	i
0x12C	|	1	|	n
0x384D	|	56	|	e
0x4101	|	65	|	 
0x4D8F	|	77	|	b
0x6117	|	97	|	e
0x3356	|	51	|	i
0x2CC6	|	44	|	n
0x6BDB	|	107	|	g
0x789D	|	120	|	s
0x4FC8	|	79	|	:
0x7FA6	|	127	|	 
0x6D8	|	6	|	E
0x480B	|	72	|	r
0x6E88	|	110	|	o
0x3181	|	49	|	s
0x2738	|	39	|	 
0x2461	|	36	|	(
0x36B	|	3	|	L
0x4E68	|	78	|	o
0x3212	|	50	|	v
0x262	|	2	|	e
0x3F9	|	3	|	)
0x3A54	|	58	|	,
0x6DD0	|	109	|	 
0x77E7	|	119	|	t
0x3371	|	51	|	h
0x5D17	|	93	|	e
0x4E48	|	78	|	 
0x6778	|	103	|	A
0x700D	|	112	|	b
0x4A92	|	74	|	y
0x4C29	|	76	|	s
0xA1D	|	10	|	s
0x6586	|	101	|	 
0x3B29	|	59	|	(
0x4B99	|	75	|	t
0x4B72	|	75	|	h
0x48DB	|	72	|	e
0x6874	|	104	|	 
0x561C	|	86	|	T
0x2BFA	|	43	|	a
0x14F	|	1	|	r
0x2237	|	34	|	t
0x2BB8	|	43	|	a
0x1DB5	|	29	|	r
0x62B0	|	98	|	u
0x2F95	|	47	|	s
0x6F57	|	111	|	)
0xEF5	|	14	|	,
0x5CDF	|	92	|	 
0x5080	|	80	|	a
0x726C	|	114	|	n
0x176D	|	23	|	d
0x448D	|	68	|	 
0x7374	|	115	|	t
0x63D9	|	99	|	h
0x7B8B	|	123	|	e
0x1943	|	25	|	 
0x7365	|	115	|	E
0x6611	|	102	|	r
0x7A08	|	122	|	e
0x6CA5	|	108	|	b
0x71F6	|	113	|	u
0x5079	|	80	|	s
0x17BD	|	23	|	.
0x4EF7	|	78	|	[
0x21EB	|	33	|	2
0x2015	|	32	|	5
0x5DB8	|	93	|	]
0x64E0	|	100	|	 
0x15E1	|	21	|	W
0x5B60	|	91	|	i
0x3D8F	|	61	|	t
0xA6E	|	10	|	h
0x673C	|	103	|	o
0x6D7B	|	109	|	u
0xFF4	|	15	|	t
0x275B	|	39	|	 
0x4962	|	73	|	m
0x3C8A	|	60	|	a
0x618A	|	97	|	l
0x188F	|	24	|	e
0x5D27	|	93	|	 
0x7F5C	|	127	|	a
0x1F7	|	1	|	s
0x52E5	|	82	|	s
0x5887	|	88	|	i
0x164A	|	22	|	s
0x93B	|	9	|	t
0x2332	|	35	|	a
0x569B	|	86	|	n
0x6B61	|	107	|	c
0x4740	|	71	|	e
0x2F84	|	47	|	,
0x63C6	|	99	|	 
0x1DC3	|	29	|	G
0x51B1	|	81	|	a
0x1DA7	|	29	|	i
0x1A30	|	26	|	a
0x7C4A	|	124	|	 
0x2410	|	36	|	g
0x2EE	|	2	|	a
0x6275	|	98	|	v
0x136F	|	19	|	e
0x603	|	6	|	 
0x12F	|	1	|	b
0x2C9E	|	44	|	i
0x526A	|	82	|	r
0x2BEF	|	43	|	t
0x3510	|	53	|	h
0x3550	|	53	|	 
0xB9B	|	11	|	t
0x45C8	|	69	|	o
0x5981	|	89	|	 
0x2B43	|	43	|	U
0x5429	|	84	|	r
0x7028	|	112	|	a
0x448A	|	68	|	n
0x48F6	|	72	|	u
0x6E9	|	6	|	s
0x3B9E	|	59	|	 
0x2147	|	33	|	(
0x36A1	|	54	|	t
0x6E81	|	110	|	h
0x3E48	|	62	|	e
0xB31	|	11	|	 
0x486C	|	72	|	S
0x5ACD	|	90	|	k
0x63A4	|	99	|	y
0x6E9E	|	110	|	)
0x6CDE	|	108	|	 
0x2581	|	37	|	w
0x6EA3	|	110	|	h
0x528C	|	82	|	o
0x5F98	|	95	|	 
0x6A10	|	106	|	t
0x61FF	|	97	|	h
0x6F9A	|	111	|	e
0x7443	|	116	|	n
0x74CD	|	116	|	 
0x42CF	|	66	|	f
0x3857	|	56	|	e
0xDC7	|	13	|	r
0x2D50	|	45	|	t
0x6959	|	105	|	i
0x36BF	|	54	|	l
0x15BD	|	21	|	i
0x1C	|	0	|	z
0x5427	|	84	|	e
0x6303	|	99	|	d
0x828	|	8	|	 
0xB7F	|	11	|	h
0x315D	|	49	|	e
0x5789	|	87	|	r
0x675F	|	103	|	.
0x13B9	|	19	|	 
0x1249	|	18	|	F
0x634	|	6	|	r
0x2C4E	|	44	|	o
0x260	|	2	|	m
0x7D3C	|	125	|	 
0x52E5	|	82	|	t
0x6DE	|	6	|	h
0x7502	|	117	|	a
0x5198	|	81	|	t
0x3742	|	55	|	 
0x2B2	|	2	|	u
0x1F0D	|	31	|	n
0x322B	|	50	|	i
0x53B6	|	83	|	o
0x6414	|	100	|	n
0x2EC	|	2	|	 
0x69BB	|	105	|	w
0x11B8	|	17	|	e
0x512F	|	81	|	r
0x4673	|	70	|	e
0x7DE2	|	125	|	 
0x3B51	|	59	|	b
0x1B7E	|	27	|	o
0x267D	|	38	|	r
0x641D	|	100	|	n
0x2BD8	|	43	|	 
0x3D84	|	61	|	f
0x4DD3	|	77	|	i
0xD1F	|	13	|	r
0x7E01	|	126	|	s
0x60BE	|	96	|	t
0x1350	|	19	|	 
0x3A6B	|	58	|	t
0x5B16	|	91	|	h
0x7FD6	|	127	|	e
0x6343	|	99	|	 
0x5221	|	82	|	T
0x4F83	|	79	|	i
0x7919	|	121	|	t
0x5815	|	88	|	a
0x2518	|	37	|	n
0x4898	|	72	|	s
0x252B	|	37	|	—
0x462C	|	70	|	s
0x5B2E	|	91	|	i
0x1F8B	|	31	|	x
0x45F9	|	69	|	 
0x3F0E	|	63	|	m
0x79DC	|	121	|	a
0x55BC	|	85	|	l
0x61F0	|	97	|	e
0x4FCA	|	79	|	s
0x390E	|	57	|	:
0x663D	|	102	|	 
0x5F6D	|	95	|	C
0x7E94	|	126	|	o
0x1A31	|	26	|	e
0x5092	|	80	|	u
0x7474	|	116	|	s
0x4BAF	|	75	|	,
0x758D	|	117	|	 
0x40B5	|	64	|	C
0x3EA4	|	62	|	r
0x3990	|	57	|	i
0x71D5	|	113	|	u
0x785E	|	120	|	s
0x176A	|	23	|	,
0x2040	|	32	|	 
0x19FC	|	25	|	C
0x5D80	|	93	|	r
0x7876	|	120	|	o
0x5002	|	80	|	n
0x54B	|	5	|	u
0x5217	|	82	|	s
0x46B	|	4	|	,
0x4736	|	71	|	 
0x45B1	|	69	|	H
0x3921	|	57	|	y
0x7DB	|	7	|	p
0x7F7D	|	127	|	e
0x105A	|	16	|	r
0x4CEA	|	76	|	i
0x672	|	6	|	o
0x161E	|	22	|	n
0x5482	|	84	|	,
0x2A8D	|	42	|	 
0x2871	|	40	|	I
0x53A8	|	83	|	a
0x348C	|	52	|	p
0x36B8	|	54	|	e
0x1C5E	|	28	|	t
0x56D9	|	86	|	u
0x154E	|	21	|	s
0x3FAF	|	63	|	,
0x40FA	|	64	|	 
0x66BF	|	102	|	a
0x37B0	|	55	|	n
0x94	|	0	|	d
0x2B74	|	43	|	 
0x301D	|	48	|	O
0x1075	|	16	|	c
0x69E5	|	105	|	e
0x5DDC	|	93	|	a
0x7210	|	114	|	n
0x5258	|	82	|	u
0x5346	|	83	|	s
0x41DA	|	65	|	;
0x5DF2	|	93	|	 
0x5E5B	|	94	|	a
0x7A81	|	122	|	n
0x3BA0	|	59	|	d
0x2E7F	|	46	|	 
0xE5C	|	14	|	s
0x73CB	|	115	|	i
0x691D	|	105	|	x
0x3A36	|	58	|	 
0xDE9	|	13	|	f
0x6F49	|	111	|	e
0x6174	|	97	|	m
0x502	|	5	|	a
0x3555	|	53	|	l
0x77D2	|	119	|	e
0x8AC	|	8	|	s
0x151A	|	21	|	:
0x1B0B	|	27	|	 
0xEF7	|	14	|	M
0x4BA9	|	75	|	n
0xF26	|	15	|	e
0x4F23	|	79	|	m
0x4A40	|	74	|	o
0x585B	|	88	|	s
0x5DA3	|	93	|	y
0x7533	|	117	|	n
0x55B9	|	85	|	e
0x2635	|	38	|	,
0x6788	|	103	|	 
0x3068	|	48	|	P
0x7FAD	|	127	|	h
0x62E1	|	98	|	o
0x1A2A	|	26	|	e
0x15D5	|	21	|	b
0x31B2	|	49	|	e
0x1732	|	23	|	,
0x4A5D	|	74	|	 
0x190A	|	25	|	R
0x7AE5	|	122	|	h
0x185A	|	24	|	e
0x30DC	|	48	|	a
0x26E9	|	38	|	,
0xF77	|	15	|	 
0x195D	|	25	|	T
0x5EB	|	5	|	h
0x62B5	|	98	|	e
0x6169	|	97	|	i
0x70C5	|	112	|	a
0x3A	|	0	|	,
0x396C	|	57	|	 
0x3693	|	54	|	T
0x6698	|	102	|	h
0x3B0D	|	59	|	e
0x3F57	|	63	|	m
0x5FEB	|	95	|	i
0x1E87	|	30	|	s
0x479A	|	71	|	,
0xBDF	|	11	|	 
0x7604	|	118	|	a
0x7268	|	114	|	n
0x6DB2	|	109	|	d
0x7A2	|	7	|	 
0x3ED5	|	62	|	T
0x50E6	|	80	|	e
0x5FA4	|	95	|	t
0x60C6	|	96	|	h
0x20BC	|	32	|	y
0x7477	|	116	|	s
0x655F	|	101	|	.
0x198D	|	25	|	 
0x46C3	|	70	|	A
0x68F	|	6	|	f
0x42D6	|	66	|	t
0x652A	|	101	|	e
0x5A21	|	90	|	r
0x314	|	3	|	 
0x5DA9	|	93	|	C
0x46D4	|	70	|	r
0x7504	|	117	|	o
0x7011	|	112	|	n
0x6601	|	102	|	u
0x2718	|	39	|	s
0x328D	|	50	|	 
0x3DAE	|	61	|	w
0x6BB	|	6	|	a
0x5373	|	83	|	s
0x1C	|	0	|	 
0x6260	|	98	|	b
0x60CA	|	96	|	o
0x1C20	|	28	|	r
0x13CF	|	19	|	n
0x75D	|	7	|	,
0x55D6	|	85	|	 
0x42F	|	4	|	G
0x2C45	|	44	|	a
0x5953	|	89	|	i
0x6629	|	102	|	a
0x37D7	|	55	|	 
0x7DA8	|	125	|	a
0x5159	|	81	|	n
0x25CC	|	37	|	d
0x3D0D	|	61	|	 
0x6FEA	|	111	|	U
0xA26	|	10	|	r
0xCED	|	12	|	a
0x1255	|	18	|	n
0x124E	|	18	|	u
0x7580	|	117	|	s
0x2784	|	39	|	 
0x2FD9	|	47	|	d
0x682B	|	104	|	e
0x5F8	|	5	|	c
0x6837	|	104	|	r
0x1EB8	|	30	|	e
0x72ED	|	114	|	e
0x20D5	|	32	|	d
0x227A	|	34	|	 
0x1AA0	|	26	|	n
0x1D5C	|	29	|	o
0x6C4E	|	108	|	 
0x6FFA	|	111	|	m
0x719F	|	113	|	o
0x6C21	|	108	|	r
0x4DFC	|	77	|	e
0x53C	|	5	|	 
